Entity,Code,Year,Christians,Jews,Muslims,Hindus,Buddhists,Other,No religion
Lebanon,LBN,2020,27.906147,0.005650791,67.78356,0.017323207,0.00663968,4.2618737,0.018806541
Lesotho,LSO,2010,97.323135,0.002471886,0.13614228,0.02471886,0,1.0582803,1.4552511
Lesotho,LSO,2020,97.32347,0.00443636,0.21846071,0.044363603,0.0000226578,0.74434406,1.6649034
Liberia,LBR,2010,85.74406,0,12.052026,0.007462768,0,0.7433606,1.4530916
Liberia,LBR,2020,85.16896,0,12.723525,0.005896708,0,1.0351188,1.0664977
Libya,LBY,2010,2.6324744,0.001925402,96.818596,0.08897058,0.28085777,0.080628246,0.09654843
Libya,LBY,2020,0.52461785,0.001906484,98.99452,0.089997694,0.25800115,0.081556775,0.04939395
Lithuania,LTU,2010,92.48455,0.044943765,0.09976198,0.008601415,0.02421139,0.5093205,6.8286123
Lithuania,LTU,2020,92.15047,0.037046697,0.08921702,0.018437974,0.025529502,0.59921926,7.0800815
Luxembourg,LUX,2010,74.39081,0.21296524,0.7310006,0.13422716,0.12818755,4.2049794,20.197832
Luxembourg,LUX,2020,65.88789,0.4861338,1.8289418,0.36008912,0.47947702,5.6711454,25.28632
Macao,MAC,2010,10.130424,0,0.35169756,0,19.578993,2.2403822,67.6985
Macao,MAC,2020,10.117773,0,0.47613204,0,19.554543,2.2375846,67.61397
Madagascar,MDG,2010,69.96261,0.000460171,0.6303311,0.059822228,0.029911114,6.863906,22.452963
Madagascar,MDG,2020,74.20538,0.000354294,1.1594887,0.06366657,0.027457755,2.247811,22.295834
Malawi,MWI,2010,86.94096,0.003397103,11.617261,0.05843018,0.002717683,0.40421298,0.9730164
Malawi,MWI,2020,87.36236,0.001548222,11.551904,0.069153935,0.001548222,0.07214971,0.94134206
Malaysia,MYS,2010,9.249742,0,61.304615,6.279292,19.81785,1.6604683,1.6880329
Malaysia,MYS,2020,9.153185,0,64.117195,6.122179,18.875608,0.88715404,0.8446788
Maldives,MDV,2010,1.6069833,0,94.12314,2.513083,1.3468734,0.33248425,0.07743909
Maldives,MDV,2020,1.646034,0,94.07235,2.5410874,1.3230373,0.34945565,0.06803541
Mali,MLI,2010,3.4705908,0,94.031715,0,0,1.1007712,1.3969247
Mali,MLI,2020,2.5717525,0,94.13371,0,0,0.7692274,2.525308
Malta,MLT,2010,97.05688,0.0146342,0.158912,0.08358109,0.07880503,0.0656098,2.5415769
Malta,MLT,2020,88.59968,0.28691515,3.6430144,1.4153273,0.6069073,0.20319867,5.2449555
Martinique,MTQ,2010,96.40354,0,0.21097839,0.23085342,0.03891645,0.7102233,2.4054897
Martinique,MTQ,2020,96.0404,0,0.21691339,0.23743221,0.039971754,0.7306836,2.7346008
Mauritania,MRT,2010,0.27142122,0.002924438,99.12472,0,0,0.49861526,0.10231813
Mauritania,MRT,2020,0.23378053,0.002222912,99.1854,0,0,0.47209135,0.106502414
Mauritius,MUS,2010,32.76852,0.003350658,17.39204,48.51429,0.3983741,0.19082448,0.73260117
Mauritius,MUS,2020,32.85669,0.003313229,17.511871,48.28931,0.39509785,0.1903869,0.7533297
Mayotte,MYT,2010,0.66166466,0,98.66365,0,0,0.46019474,0.21448764
Mayotte,MYT,2020,0.5216027,0,98.83877,0,0,0.46002206,0.17961021
Mexico,MEX,2010,95.018,0.061566554,0.003439206,0.001766544,0.012810351,0.07363983,4.8287835
Mexico,MEX,2020,89.17308,0.04679668,0.006285933,0.00391715,0.018263193,0.1173041,10.63435
Micronesia (country),FSM,2010,98.787056,0,0.001932067,0.008744567,0.08365284,0.41795793,0.70065385
Micronesia (country),FSM,2020,98.80326,0,0.001957694,0.008626352,0.08365284,0.41783303,0.6846712
Middle East-North Africa (Pew),PEW_MENA,2010,3.318749,1.6217283,93.967026,0.56061095,0.018161742,0.14352216,0.37020186
Middle East-North Africa (Pew),PEW_MENA,2020,2.9381886,1.5439178,94.18347,0.7331242,0.020175267,0.15842296,0.42270285
Moldova,MDA,2010,97.87239,0.023544269,0.13277817,0,0.003534351,0.6615323,1.3062216
Moldova,MDA,2020,99.53435,0.019609634,0.18123922,0,0.003565817,0.027385129,0.23385538
Mongolia,MNG,2010,2.1479096,0,3.2973683,0.0029602,53.884396,3.221713,37.445656
Mongolia,MNG,2020,1.3424848,0,3.526083,0.003035514,51.135098,3.16543,40.82787
Montenegro,MNE,2010,77.536476,0,19.623964,0,0,1.5700431,1.2695199
Montenegro,MNE,2020,76.04616,0,21.307114,0,0,1.5032927,1.1434373
Morocco,MAR,2010,0.09684824,0.010835662,99.65975,0,0,0.10202804,0.13053523
Morocco,MAR,2020,0.0854769,0.006179804,99.67552,0,0,0.10203585,0.13078915
Mozambique,MOZ,2010,56.335915,0,17.990868,0.043339342,0.002080288,6.679975,18.947823
Mozambique,MOZ,2020,61.33995,0,19.427248,0.032073654,0.001603683,4.9115868,14.287538
Myanmar,MMR,2010,6.205629,0.000162055,4.5769453,0.57656014,87.62619,0.9501701,0.06434458
Myanmar,MMR,2020,6.1357307,0.000187185,3.3453557,0.43941438,89.0511,0.9695599,0.058647044
Namibia,NAM,2010,96.14958,0.004763559,0.066583775,0.057162713,0.033344917,3.4644635,0.22409779
Namibia,NAM,2020,90.53588,0.00401752,0.11899709,0.052227754,0.028122637,3.629415,5.631342
Nepal,NPL,2010,1.4059962,0,4.4008803,81.52294,9.038227,3.6300747,0.001877653
Nepal,NPL,2020,1.7583549,0,5.0839415,81.18401,8.208739,3.763658,0.001294779
Netherlands,NLD,2010,42.727364,0.17952038,5.0002813,0.4956957,0.23689783,5.8186007,45.54164
Netherlands,NLD,2020,35.103058,0.17503501,5.500673,0.5628083,0.29878932,4.2433934,54.11624
New Caledonia,NCL,2010,85.622154,0.039668046,2.7659676,0,0.6263071,0.95501107,9.990889
New Caledonia,NCL,2020,85.10286,0.035027374,2.760157,0,0.62488836,0.95309484,10.523974
New Zealand,NZL,2010,49.113953,0.14342386,1.1982703,2.3355844,1.5150107,1.5130476,44.180714
New Zealand,NZL,2020,40.323315,0.1107935,1.3594259,2.788676,1.1925081,2.8704698,51.354813
Nicaragua,NIC,2010,86.92044,0.001707728,0.004781638,0,0.00426932,0.592142,12.476658
Nicaragua,NIC,2020,84.80611,0.001480189,0.004588585,0,0.004292547,1.8793653,13.304163
Niger,NER,2010,1.1134118,0,98.58446,0,0,0.08946602,0.21266475
Niger,NER,2020,0.5562363,0,98.13329,0,0,0.08625342,1.2242167
Nigeria,NGA,2010,44.393265,0.00006213,54.54432,0.00018639,0.0006213,0.63767743,0.42386457
Nigeria,NGA,2020,43.351376,0.0000480014,56.06651,0.000144004,0.000480014,0.20213321,0.3793115
North America,OWID_NAM,2010,81.99708,1.1288636,0.7340031,0.4906052,0.7391921,1.0899287,13.717735
North America,OWID_NAM,2020,71.61825,1.030844,1.0079705,0.66403186,0.85329247,1.5037379,23.219511
North America (Pew),PEW_NAM,2010,77.18649,1.7515265,1.1247675,0.67531604,1.1475023,0.9266422,17.18775
North America (Pew),PEW_NAM,2020,62.929474,1.6117561,1.5659525,0.95801926,1.3367914,1.3727281,30.225277
North Korea,PRK,2010,0.39805782,0,0.010000734,0.001458291,1.5169418,25.221096,72.85245
North Korea,PRK,2020,0.38403407,0,0.010000302,0.001585003,1.5168726,25.219965,72.867546
North Macedonia,MKD,2010,65.189445,0.004775941,33.33,0,0.011462259,0.03128583,1.43303
North Macedonia,MKD,2020,64.68532,0.004736931,34.72726,0,0.011368634,0.05566274,0.51565486
Norway,NOR,2010,78.81321,0.114491686,2.5196297,0.15297334,0.5317255,3.1899865,14.677985
Norway,NOR,2020,71.42244,0.09625021,4.113745,0.23049018,0.6877529,0.9977846,22.451542
Oceania,OWID_OCE,2010,72.57147,0.31342062,1.8105208,1.7954648,1.8154303,0.92381805,20.141129
Oceania,OWID_OCE,2020,60.339584,0.25963432,2.365296,2.5533388,1.6792053,1.4870788,30.836393
Oman,OMN,2010,4.374837,0.003851608,90.125305,5.1689277,0.060792953,0.19018617,0.07609529
Oman,OMN,2020,8.0710335,0.0070652,81.7873,9.531417,0.112074755,0.3508389,0.14026952
Pakistan,PAK,2010,1.4840673,0.0000946306,96.68558,1.7630821,0.010586156,0.04283,0.013764118
Pakistan,PAK,2020,1.271848,0.0000909027,96.544304,2.1397018,0.010499283,0.020821461,0.012734034
Palestine,PSE,2010,1.1790886,0,98.79382,0,0,0.027085455,0
Palestine,PSE,2020,1.0045189,0,98.96581,0,0,0.029666502,0
Panama,PAN,2010,93.11482,0.21971397,0.04119637,0.07882239,0.1403423,0.38687038,6.018229
Panama,PAN,2020,91.157906,0.2328616,0.053109758,0.09314463,0.17138614,2.0811496,6.210443
Papua New Guinea,PNG,2010,99.52021,0.001318692,0.09362717,0.002769254,0.00356047,0.006857201,0.3716557
Papua New Guinea,PNG,2020,99.08984,0.001025679,0.07477199,0.002256494,0.002769333,0.5188178,0.31051278
Paraguay,PRY,2010,96.75906,0.015601672,0.012307986,0,0.026002787,2.6950092,0.4920192
Paraguay,PRY,2020,93.527756,0.016619591,0.011331539,0,0.022663077,2.1739464,4.247684
Peru,PER,2010,93.94261,0.006500266,0.009374068,0.002565895,0.010810969,3.216719,2.8114202
Peru,PER,2020,94.492,0.005704891,0.021588508,0.009488135,0.03194739,0.3325697,5.106702
Philippines,PHL,2010,91.77425,0.000434807,5.571123,0.001283056,0.03652632,2.5405781,0.07581
Philippines,PHL,2020,91.461205,0.000452259,6.4623485,0.001328647,0.036360435,1.9971682,0.041135743
Poland,POL,2010,97.26748,0.008290724,0.013087096,0.004145362,0.013714613,0.042328954,2.6509538
Poland,POL,2020,91.188416,0.0117101,0.007315581,0.005204489,0.010713195,0.13105956,8.64558
Portugal,PRT,2010,91.76418,0.035970528,0.2513095,0.18888593,0.17566392,0.35609,7.227895
Portugal,PRT,2020,85.07437,0.03268465,0.4088295,0.21903437,0.19921122,0.28492847,13.780937
Puerto Rico,PRI,2010,88.94356,0.040175036,0.10209826,0.123471275,0.25792372,0.21449763,10.318277
Puerto Rico,PRI,2020,88.83819,0.04584962,0.10836764,0.117986366,0.2200782,0.2896126,10.379919
Qatar,QAT,2010,13.352153,0.012372345,74.62835,11.090465,0.16877745,0.44756374,0.30032116
Qatar,QAT,2020,12.548363,0.010868053,75.89176,10.629536,0.21844786,0.4274043,0.27362135
Reunion,REU,2010,87.364944,0.08987446,4.2464685,4.5961537,0.18915795,1.4528735,2.0605245
Reunion,REU,2020,87.53289,0.08352278,4.1668344,4.5099564,0.18563443,1.4340556,2.087103
Romania,ROU,2010,99.27076,0.047208756,0.34089473,0.001721153,0.007130489,0.1224433,0.20984524
Romania,ROU,2020,98.542,0.045262743,0.35579652,0.019956755,0.029729392,0.06765663,0.9396007
Russia,RUS,2010,77.08774,0.13820927,8.623188,0.07286625,0.36389223,0.68366945,13.030439
Russia,RUS,2020,69.92579,0.08405081,8.193008,0.07123837,0.35243994,1.1752315,20.198244
Rwanda,RWA,2010,96.87323,0,1.321907,0.004850117,0,0.90367866,0.89633155
Rwanda,RWA,2020,97.0336,0,1.8075736,0.003803334,0,0.1470868,1.0079354
Saint Lucia,LCA,2010,91.521194,0,0.102435134,0.30669203,0,2.0431821,6.0264983
Saint Lucia,LCA,2020,91.7337,0,0.094947815,0.31132656,0,1.9587439,5.901279
Saint Vincent and the Grenadines,VCT,2010,86.30342,0,0.10717303,0.085553266,0,5.630718,7.8731327
Saint Vincent and the Grenadines,VCT,2020,86.314125,0,0.10706639,0.08554294,0,5.6293573,7.8639116
Samoa,WSM,2010,98.61065,0.015410576,0.04109487,0.051368587,0.056505445,1.0801538,0.1448167
Samoa,WSM,2020,97.63423,0.009305377,0.02529713,0.037221506,0.037221506,2.192506,0.06421579
Sao Tome and Principe,STP,2010,82.29602,0,0.16470982,0,0,5.088508,12.450758
Sao Tome and Principe,STP,2020,84.435905,0,0.09147415,0,0,5.779381,9.693238
Saudi Arabia,SAU,2010,3.353215,0.002104589,94.40606,2.005758,0.056653894,0.09032392,0.08588354
Saudi Arabia,SAU,2020,4.377708,0.002747443,92.6938,2.6221166,0.07348647,0.118037276,0.11210346
Senegal,SEN,2010,3.408409,0.000319231,96.12143,0,0.000319231,0.46594632,0.003573304
Senegal,SEN,2020,2.4033866,0.000304208,97.55647,0,0.000304208,0.01882879,0.020703293
Serbia,SRB,2010,95.48234,0.008428319,3.2436063,0.003397028,0.014110733,0.026272511,1.2218461
Serbia,SRB,2020,91.53551,0.009566501,4.4200506,0.003533567,0.014541986,0.007928411,4.0088696
Seychelles,SYC,2010,94.047295,0,0.90005744,1.4604812,0.7575061,0.5917167,2.2429457
Seychelles,SYC,2020,93.95184,0,0.8931168,1.4491702,0.7580783,0.5873378,2.3604522
Sierra Leone,SLE,2010,18.127554,0,81.555435,0.006214366,0,0.21442007,0.096377656
Sierra Leone,SLE,2020,19.829313,0,80.14664,0.009715848,0,0.002295798,0.012038952
Singapore,SGP,2010,18.269638,0.005809912,15.590596,5.378502,33.014217,11.139638,16.601597
Singapore,SGP,2020,18.758917,0.015228762,16.138643,5.2946,30.80149,9.095038,19.896082
Slovakia,SVK,2010,75.06378,0.041586626,0.040326726,0.005317528,0.05264083,0.1026114,24.693735
Slovakia,SVK,2020,73.7453,0.037891094,0.054791708,0.017808132,0.1227305,0.69180596,25.32967
Slovenia,SVN,2010,72.39396,0.011258853,0.92064786,0.10073228,0.022663288,0.106741734,26.443998
Slovenia,SVN,2020,65.415436,0.02314097,1.6086276,0.010602368,0.038389336,0.63641655,32.267387
Solomon Islands,SLB,2010,95.28967,0,0.268637,0.009252517,0.31998006,3.8199923,0.29246905
Solomon Islands,SLB,2020,95.02238,0,0.3398749,0.007233896,0.3398749,3.9631228,0.3275158
Somalia,SOM,2010,0.038002685,0,99.80715,0.046939503,0,0.08694096,0.020963665
Somalia,SOM,2020,0.026225021,0,99.8334,0.039998192,0,0.08425606,0.016120082
South Africa,ZAF,2010,84.33209,0.13614002,1.9425765,1.0357026,0.023915533,6.722476,5.8070974
South Africa,ZAF,2020,85.25712,0.06517801,1.6048827,1.0650073,0.035529964,8.850171,3.1221101
South America,OWID_SAM,2010,89.83581,0.09146762,0.15437274,0.084143095,0.07185723,1.849019,7.9124985
South America,OWID_SAM,2020,83.54786,0.07272223,0.14929676,0.07984941,0.06330723,3.798269,12.287863
South Korea,KOR,2010,32.13106,0.000204863,0.21000536,0.031610403,25.57152,0.7161171,41.339478
South Korea,KOR,2020,31.985544,0.000192884,0.3100028,0.09181268,19.000572,0.34825626,48.26362
South Sudan,SSD,2010,58.69257,0,6.2313323,0.002003497,0.002269053,34.62264,0.44918615
South Sudan,SSD,2020,60.501644,0,6.223002,0.00200112,0.002269128,32.830784,0.4403001
Spain,ESP,2010,78.6465,0.025766127,2.1165242,0.046858408,0.009717961,0.18525623,18.969378
Spain,ESP,2020,69.456764,0.027235987,3.5752525,0.12520808,0.01773273,0.4380669,26.359743
Sri Lanka,LKA,2010,7.622634,0.000338679,9.664056,12.579983,70.101845,0.013244387,0.017901588
Sri Lanka,LKA,2020,5.5903573,0.000276306,10.202401,14.534928,69.599945,0.002210445,0.0698812
Sub-Saharan Africa (Pew),PEW_SSA,2010,61.728928,0.009579205,31.982992,0.15527757,0.006547061,3.0294383,3.0872374
Sub-Saharan Africa (Pew),PEW_SSA,2020,62.019115,0.004623499,32.782265,0.1300505,0.006358556,2.4661214,2.591467
Sudan,SDN,2010,0.1719131,0,99.7012,0.001333731,0,0,0.12555031
Sudan,SDN,2020,0.48797813,0,98.855515,0.00123761,0,0.09205378,0.5632126
Suriname,SUR,2010,51.62851,0.03662467,14.058509,23.40078,0.35342807,3.1494427,7.3727064
Suriname,SUR,2020,52.78678,0.032945402,13.0901985,22.45374,0.38381392,3.1432452,8.109277
Sweden,SWE,2010,72.75215,0.08912202,4.517246,0.26036942,0.6057743,0.30451325,21.470823
Sweden,SWE,2020,60.77131,0.15836248,8.099198,0.45201534,0.8396717,0.77306736,28.906376
Switzerland,CHE,2010,73.34831,0.24494398,5.0725255,0.52222663,0.54677165,0.18088122,20.084337
Switzerland,CHE,2020,61.580498,0.22601055,6.0830727,0.53941804,0.61909187,0.18676396,30.765144
Syria,SYR,2010,8.589493,0.000536921,89.46464,0.008899363,0,0.002364934,1.9340725
Syria,SYR,2020,3.840747,0.000559979,94.16599,0.009999624,0,0.002657043,1.9800457
Taiwan,TWN,2010,4.9372106,0,0.3452052,0,20.872694,51.071022,22.773867
Taiwan,TWN,2020,5.5392914,0,0.49780315,0,19.188751,51.68232,23.091835
Tajikistan,TJK,2010,1.0001905,0,98.911224,0.004592103,0.005379321,0.004067292,0.07454811
Tajikistan,TJK,2020,1.0002198,0,98.91412,0.00366753,0.004191463,0.003248384,0.07455029
Tanzania,TZA,2010,61.680954,0.000288181,35.38309,0.009975499,0.000310349,0.74745435,2.1779282
Tanzania,TZA,2020,64.69166,0.000178269,29.867817,0.006482508,0.000178269,1.9555314,3.4781592
Thailand,THA,2010,1.2187071,0.000292952,5.0443287,0.071827345,93.447784,0.14596,0.07109664
Thailand,THA,2020,1.0336112,0.000279816,4.51459,0.040371645,94.392456,0.006059419,0.012629814
Togo,TGO,2010,58.408096,0.00038041,16.219923,0.00152164,0.001825969,17.799625,7.568629
Togo,TGO,2020,56.88424,0.000296118,16.138145,0.001184472,0.001539814,18.961811,8.012784
Tonga,TON,2010,97.8114,0,0.023360845,0.09730988,0.17813595,1.6095194,0.28027007
Tonga,TON,2020,97.76401,0,0.060463753,0.078757726,0.058603145,1.4568256,0.58134
Trinidad and Tobago,TTO,2010,69.5761,0.00709071,5.5440917,20.882442,0.03229511,1.4082063,2.5497704
Trinidad and Tobago,TTO,2020,70.017494,0.019760933,5.464285,20.617247,0.029391387,1.4032747,2.4485474
Tunisia,TUN,2010,0.22946174,0.008260623,99.39179,0,0,0,0.3704889
Tunisia,TUN,2020,0.24667557,0.008222519,99.303795,0,0,0,0.44131082
Turkey,TUR,2010,0.6500819,0.024944743,98.62884,0.03246485,0.042002544,0.4390607,0.18261118
Turkey,TUR,2020,0.13598159,0.029282626,97.10687,0.043144707,0.052905586,0.10281084,2.5290017
Turkmenistan,TKM,2010,6.37056,0.003796529,93.02089,0.001898265,0.01137474,0.08368257,0.5077957
Turkmenistan,TKM,2020,5.6152196,0.003199776,94.28793,0.001599888,0.006719529,0.013439058,0.071888015
Uganda,UGA,2010,87.62872,0.000278278,11.20589,0.004637971,0.000618396,1.144391,0.015459904
Uganda,UGA,2020,87.7443,0.001040628,11.4129305,0.005336556,0.000800483,0.7407117,0.094881155
Ukraine,UKR,2010,85.45637,0.1003009,0.9027081,0.011426565,0.1003009,0.18917525,13.239719
Ukraine,UKR,2020,83.42977,0.09571099,0.56782633,0.01266236,0.33441824,0.41504487,15.144568
United Arab Emirates,ARE,2010,13.156287,0.01381787,75.12832,10.803028,0.15363538,0.4362179,0.30869737
United Arab Emirates,ARE,2020,14.313642,0.015009754,72.94023,11.753531,0.16714233,0.4746054,0.3358352
United Kingdom,GBR,2010,62.37902,0.4516872,5.258263,1.4705719,0.44934526,1.2070519,28.78406
United Kingdom,GBR,2020,49.37041,0.44077584,6.3691177,1.6954442,0.45710918,1.4489841,40.21816
United States,USA,2010,78.27894,1.8341268,0.8911868,0.5752949,1.1520829,0.8135648,16.454805
United States,USA,2020,64.01,1.6892064,1.1923809,0.8942857,1.291746,1.1923809,29.73
United States Virgin Islands,VIR,2010,94.7797,0.3304677,0.10611201,0.42470255,0,0.6352958,3.723724
United States Virgin Islands,VIR,2020,94.4811,0.3332599,0.10534078,0.42040548,0,0.6282141,4.0316787
Uruguay,URY,2010,60.97926,0.5189923,0.021475542,0,0,2.216484,36.26379
Uruguay,URY,2020,44.491306,0.47826147,0.089302436,0,0,2.531326,52.409805
Uzbekistan,UZB,2010,3.357314,0.01502461,95.7506,0.20143884,0.06714629,0.004157973,0.60431653
Uzbekistan,UZB,2020,2.7753074,0.008351563,95.62223,0.027500505,0.014764371,0.99986255,0.5519842
Vanuatu,VUT,2010,82.607925,0.0162964,0.024444599,0.020370498,0.020370498,16.225853,1.0847412
Vanuatu,VUT,2020,83.50376,0.012833605,0.019250408,0.019250408,0.016042005,15.06241,1.3664558
Venezuela,VEN,2010,89.35803,0.040026743,0.04980719,0,0.021335995,2.0997245,8.431073
Venezuela,VEN,2020,88.11542,0.017549738,0.04906907,0,0.021340482,2.0688734,9.727751
Vietnam,VNM,2010,8.795362,0.000143369,0.087436005,0.06554913,27.585896,1.3207796,62.144833
Vietnam,VNM,2020,8.33002,0.000127164,0.07207804,0.04128809,23.020819,0.8620204,67.673645
Western Sahara,ESH,2010,0.16511615,0,99.51042,0,0,0.041031256,0.2834334
Western Sahara,ESH,2020,0.15418613,0,99.55184,0,0,0.041015852,0.252959
World,OWID_WRL,2010,30.584751,0.19818659,23.869791,14.977995,4.88203,2.19508,23.292166
World,OWID_WRL,2020,28.771446,0.18742074,25.64849,14.936468,4.1110005,2.1832855,24.16189
Yemen,YEM,2010,0.1111949,0.000969251,99.77964,0.020206964,0.000547632,0.011827809,0.075613186
Yemen,YEM,2020,0.05573144,0.000202427,99.86302,0.007743763,0.000546552,0.011200944,0.061554585
Zambia,ZMB,2010,97.68292,0.001232591,0.5055162,0.018198842,0.00217516,1.71056,0.07939336
Zambia,ZMB,2020,98.28038,0.001003819,0.5112895,0.016061105,0.001901973,1.1296077,0.05975365
Zimbabwe,ZWE,2010,84.44527,0.003115321,0.50271493,0.048871588,0.04345872,2.4736724,12.482901
Zimbabwe,ZWE,2020,87.20019,0.001276351,0.52910537,0.03811185,0.037205644,1.6542261,10.539887